timestamp, memory.used [MiB], utilization.gpu [%]
2026/02/02 03:11:07.594, 1047 MiB, 0 %
2026/02/02 03:11:22.595, 1047 MiB, 0 %
2026/02/02 03:11:37.595, 1047 MiB, 0 %
2026/02/02 03:11:52.595, 1047 MiB, 0 %
2026/02/02 03:12:07.596, 1047 MiB, 0 %
2026/02/02 03:12:22.597, 1047 MiB, 0 %
2026/02/02 03:12:37.597, 1047 MiB, 0 %
2026/02/02 03:12:52.597, 1047 MiB, 0 %
2026/02/02 03:13:07.598, 1047 MiB, 0 %
2026/02/02 03:13:22.599, 1047 MiB, 0 %
2026/02/02 03:13:37.599, 1047 MiB, 0 %
2026/02/02 03:13:52.600, 1047 MiB, 0 %
2026/02/02 03:14:07.601, 1047 MiB, 0 %
2026/02/02 03:14:22.601, 1047 MiB, 0 %
2026/02/02 03:14:37.601, 1047 MiB, 0 %
2026/02/02 03:14:52.602, 1047 MiB, 0 %
2026/02/02 03:15:07.602, 1047 MiB, 0 %
2026/02/02 03:15:22.602, 1047 MiB, 0 %
2026/02/02 03:15:37.603, 1047 MiB, 0 %
2026/02/02 03:15:52.603, 1047 MiB, 0 %
2026/02/02 03:16:07.604, 1047 MiB, 0 %
2026/02/02 03:16:22.605, 1047 MiB, 0 %
2026/02/02 03:16:37.606, 1047 MiB, 0 %
2026/02/02 03:16:52.607, 1047 MiB, 0 %
2026/02/02 03:17:07.608, 1047 MiB, 0 %
2026/02/02 03:17:22.609, 1047 MiB, 0 %
2026/02/02 03:17:37.609, 1047 MiB, 0 %
2026/02/02 03:17:52.611, 1047 MiB, 0 %
2026/02/02 03:18:07.612, 1047 MiB, 0 %
2026/02/02 03:18:22.613, 1047 MiB, 0 %
2026/02/02 03:18:37.614, 1047 MiB, 0 %
2026/02/02 03:18:52.616, 1047 MiB, 0 %
2026/02/02 03:19:07.617, 1047 MiB, 0 %
2026/02/02 03:19:22.618, 1047 MiB, 0 %
2026/02/02 03:19:37.618, 1047 MiB, 0 %
2026/02/02 03:19:52.619, 1047 MiB, 0 %
2026/02/02 03:20:07.620, 1047 MiB, 0 %
2026/02/02 03:20:22.621, 1047 MiB, 0 %
2026/02/02 03:20:37.622, 1047 MiB, 0 %
2026/02/02 03:20:52.623, 1047 MiB, 0 %
2026/02/02 03:21:07.623, 1047 MiB, 0 %
2026/02/02 03:21:22.624, 1047 MiB, 0 %
2026/02/02 03:21:37.625, 1047 MiB, 0 %
2026/02/02 03:21:52.626, 1047 MiB, 0 %
2026/02/02 03:22:07.626, 1047 MiB, 0 %
2026/02/02 03:22:22.626, 1047 MiB, 0 %
2026/02/02 03:22:37.627, 1047 MiB, 0 %
2026/02/02 03:22:52.627, 1047 MiB, 0 %
2026/02/02 03:23:07.628, 1047 MiB, 0 %
2026/02/02 03:23:22.629, 1047 MiB, 0 %
2026/02/02 03:23:37.630, 1047 MiB, 0 %
2026/02/02 03:23:52.631, 1047 MiB, 0 %
2026/02/02 03:24:07.631, 1047 MiB, 0 %
2026/02/02 03:24:22.632, 1047 MiB, 0 %
2026/02/02 03:24:37.632, 1047 MiB, 0 %
2026/02/02 03:24:52.633, 1047 MiB, 0 %
2026/02/02 03:25:07.634, 1047 MiB, 0 %
2026/02/02 03:25:22.636, 1047 MiB, 0 %
2026/02/02 03:25:37.637, 1047 MiB, 0 %
2026/02/02 03:25:52.638, 1047 MiB, 0 %
2026/02/02 03:26:07.638, 1047 MiB, 0 %
2026/02/02 03:26:22.640, 1047 MiB, 0 %
2026/02/02 03:26:37.641, 1047 MiB, 0 %
2026/02/02 03:26:52.641, 1047 MiB, 0 %
2026/02/02 03:27:07.643, 1047 MiB, 0 %
2026/02/02 03:27:22.643, 1047 MiB, 0 %
2026/02/02 03:27:37.643, 1047 MiB, 0 %
2026/02/02 03:27:52.644, 1047 MiB, 0 %
2026/02/02 03:28:07.646, 1047 MiB, 0 %
2026/02/02 03:28:22.647, 1047 MiB, 0 %
2026/02/02 03:28:37.648, 1047 MiB, 0 %
2026/02/02 03:28:52.649, 1047 MiB, 0 %
2026/02/02 03:29:07.649, 1047 MiB, 0 %
2026/02/02 03:29:22.650, 1047 MiB, 0 %
2026/02/02 03:29:37.650, 1047 MiB, 0 %
2026/02/02 03:29:52.650, 1047 MiB, 0 %
2026/02/02 03:30:07.651, 1047 MiB, 0 %
2026/02/02 03:30:22.651, 1047 MiB, 0 %
2026/02/02 03:30:37.651, 1047 MiB, 0 %
2026/02/02 03:30:52.652, 1047 MiB, 0 %
2026/02/02 03:31:07.652, 1047 MiB, 0 %
2026/02/02 03:31:22.652, 1047 MiB, 0 %
2026/02/02 03:31:37.653, 1047 MiB, 0 %
2026/02/02 03:31:52.653, 1047 MiB, 0 %
2026/02/02 03:32:07.654, 1047 MiB, 0 %
2026/02/02 03:32:22.654, 1047 MiB, 0 %
2026/02/02 03:32:37.655, 1047 MiB, 0 %
2026/02/02 03:32:52.655, 1047 MiB, 0 %
2026/02/02 03:33:07.655, 1047 MiB, 0 %
2026/02/02 03:33:22.656, 1047 MiB, 0 %
2026/02/02 03:33:37.656, 1047 MiB, 0 %
2026/02/02 03:33:52.656, 1047 MiB, 0 %
2026/02/02 03:34:07.657, 1047 MiB, 0 %
2026/02/02 03:34:22.657, 1047 MiB, 0 %
2026/02/02 03:34:37.657, 1047 MiB, 0 %
2026/02/02 03:34:52.658, 1047 MiB, 0 %
2026/02/02 03:35:07.658, 1047 MiB, 0 %
2026/02/02 03:35:22.658, 1047 MiB, 0 %
2026/02/02 03:35:37.658, 1047 MiB, 0 %
2026/02/02 03:35:52.659, 1047 MiB, 0 %
2026/02/02 03:36:07.659, 1047 MiB, 0 %
2026/02/02 03:36:22.659, 1047 MiB, 0 %
2026/02/02 03:36:37.660, 1047 MiB, 0 %
2026/02/02 03:36:52.660, 1047 MiB, 0 %
2026/02/02 03:37:07.660, 1047 MiB, 0 %
2026/02/02 03:37:22.660, 1047 MiB, 0 %
2026/02/02 03:37:37.661, 1047 MiB, 0 %
2026/02/02 03:37:52.661, 1047 MiB, 0 %
2026/02/02 03:38:07.661, 1047 MiB, 0 %
2026/02/02 03:38:22.663, 1047 MiB, 0 %
2026/02/02 03:38:37.663, 1047 MiB, 0 %
2026/02/02 03:38:52.664, 1047 MiB, 0 %
2026/02/02 03:39:07.673, 1047 MiB, 0 %
2026/02/02 03:39:22.674, 1047 MiB, 0 %
2026/02/02 03:39:37.674, 1047 MiB, 0 %
2026/02/02 03:39:52.674, 1047 MiB, 0 %
2026/02/02 03:40:07.676, 1047 MiB, 0 %
2026/02/02 03:40:22.677, 1047 MiB, 0 %
2026/02/02 03:40:37.677, 1047 MiB, 0 %
2026/02/02 03:40:52.677, 1047 MiB, 0 %
2026/02/02 03:41:07.678, 1047 MiB, 0 %
2026/02/02 03:41:22.679, 1047 MiB, 0 %
2026/02/02 03:41:37.680, 1047 MiB, 0 %
2026/02/02 03:41:52.680, 1047 MiB, 0 %
2026/02/02 03:42:07.682, 1047 MiB, 0 %
2026/02/02 03:42:22.682, 1047 MiB, 0 %
2026/02/02 03:42:37.682, 1047 MiB, 0 %
2026/02/02 03:42:52.682, 1047 MiB, 0 %
2026/02/02 03:43:07.683, 1047 MiB, 0 %
2026/02/02 03:43:22.683, 1047 MiB, 0 %
2026/02/02 03:43:37.683, 1047 MiB, 0 %
2026/02/02 03:43:52.685, 1047 MiB, 0 %
2026/02/02 03:44:07.685, 1047 MiB, 0 %
2026/02/02 03:44:22.685, 1047 MiB, 0 %
2026/02/02 03:44:37.685, 1047 MiB, 0 %
2026/02/02 03:44:52.686, 1047 MiB, 0 %
2026/02/02 03:45:07.687, 1047 MiB, 0 %
2026/02/02 03:45:22.688, 1047 MiB, 0 %
2026/02/02 03:45:37.689, 1047 MiB, 0 %
2026/02/02 03:45:52.690, 1047 MiB, 0 %
2026/02/02 03:46:07.692, 1047 MiB, 0 %
2026/02/02 03:46:22.692, 1047 MiB, 0 %
2026/02/02 03:46:37.692, 1047 MiB, 0 %
2026/02/02 03:46:52.692, 1047 MiB, 0 %
2026/02/02 03:47:07.693, 1047 MiB, 0 %
2026/02/02 03:47:22.694, 1047 MiB, 0 %
2026/02/02 03:47:37.694, 1047 MiB, 0 %
2026/02/02 03:47:52.695, 1047 MiB, 0 %
2026/02/02 03:48:07.696, 1047 MiB, 0 %
2026/02/02 03:48:22.697, 1047 MiB, 0 %
2026/02/02 03:48:37.698, 1047 MiB, 0 %
2026/02/02 03:48:52.699, 1047 MiB, 0 %
2026/02/02 03:49:07.701, 1047 MiB, 0 %
2026/02/02 03:49:22.702, 1047 MiB, 0 %
2026/02/02 03:49:37.702, 1047 MiB, 0 %
2026/02/02 03:49:52.702, 1047 MiB, 0 %
2026/02/02 03:50:07.703, 1047 MiB, 0 %
2026/02/02 03:50:22.703, 1047 MiB, 0 %
2026/02/02 03:50:37.704, 1047 MiB, 0 %
2026/02/02 03:50:52.705, 1047 MiB, 0 %
2026/02/02 03:51:07.706, 1047 MiB, 0 %
2026/02/02 03:51:22.706, 1047 MiB, 0 %
2026/02/02 03:51:37.706, 1047 MiB, 0 %
2026/02/02 03:51:52.708, 1047 MiB, 0 %
2026/02/02 03:52:07.708, 1047 MiB, 0 %
2026/02/02 03:52:22.709, 1047 MiB, 0 %
2026/02/02 03:52:37.710, 1047 MiB, 0 %
2026/02/02 03:52:52.711, 1047 MiB, 0 %
2026/02/02 03:53:07.711, 1047 MiB, 0 %
2026/02/02 03:53:22.711, 1047 MiB, 0 %
2026/02/02 03:53:37.711, 1047 MiB, 0 %
2026/02/02 03:53:52.713, 1047 MiB, 0 %
2026/02/02 03:54:07.714, 1047 MiB, 0 %
2026/02/02 03:54:22.715, 1047 MiB, 0 %
2026/02/02 03:54:37.716, 1047 MiB, 0 %
2026/02/02 03:54:52.717, 1047 MiB, 0 %
2026/02/02 03:55:07.718, 1047 MiB, 0 %
2026/02/02 03:55:22.719, 1047 MiB, 0 %
2026/02/02 03:55:37.719, 1047 MiB, 0 %
2026/02/02 03:55:52.720, 1047 MiB, 0 %
2026/02/02 03:56:07.721, 1047 MiB, 0 %
2026/02/02 03:56:22.722, 1047 MiB, 0 %
2026/02/02 03:56:37.722, 1047 MiB, 0 %
2026/02/02 03:56:52.723, 1047 MiB, 0 %
2026/02/02 03:57:07.723, 1047 MiB, 0 %
2026/02/02 03:57:22.723, 1047 MiB, 0 %
2026/02/02 03:57:37.724, 1047 MiB, 0 %
2026/02/02 03:57:52.726, 1047 MiB, 0 %
2026/02/02 03:58:07.727, 1047 MiB, 0 %
2026/02/02 03:58:22.728, 1047 MiB, 0 %
2026/02/02 03:58:37.729, 1047 MiB, 0 %
2026/02/02 03:58:52.730, 1047 MiB, 0 %
2026/02/02 03:59:07.731, 1047 MiB, 0 %
2026/02/02 03:59:22.731, 1047 MiB, 0 %
2026/02/02 03:59:37.732, 1047 MiB, 0 %
2026/02/02 03:59:52.734, 1047 MiB, 0 %
2026/02/02 04:00:07.735, 1047 MiB, 0 %
2026/02/02 04:00:22.735, 1047 MiB, 0 %
2026/02/02 04:00:37.735, 1047 MiB, 0 %
2026/02/02 04:00:52.736, 1047 MiB, 0 %
2026/02/02 04:01:07.736, 1047 MiB, 0 %
2026/02/02 04:01:22.736, 1047 MiB, 0 %
2026/02/02 04:01:37.736, 1047 MiB, 0 %
2026/02/02 04:01:52.737, 1047 MiB, 0 %
2026/02/02 04:02:07.737, 1047 MiB, 0 %
2026/02/02 04:02:22.737, 1047 MiB, 0 %
2026/02/02 04:02:37.738, 1047 MiB, 0 %
2026/02/02 04:02:52.739, 1047 MiB, 0 %
2026/02/02 04:03:07.739, 1047 MiB, 0 %
2026/02/02 04:03:22.739, 1047 MiB, 0 %
2026/02/02 04:03:37.740, 1047 MiB, 0 %
2026/02/02 04:03:52.740, 1047 MiB, 0 %
2026/02/02 04:04:07.741, 1047 MiB, 0 %
2026/02/02 04:04:22.742, 1047 MiB, 0 %
2026/02/02 04:04:37.742, 1047 MiB, 0 %
2026/02/02 04:04:52.742, 1047 MiB, 0 %
2026/02/02 04:05:07.742, 1047 MiB, 0 %
2026/02/02 04:05:22.744, 1047 MiB, 0 %
2026/02/02 04:05:37.744, 1047 MiB, 0 %
2026/02/02 04:05:52.744, 1047 MiB, 0 %
2026/02/02 04:06:07.745, 1047 MiB, 0 %
2026/02/02 04:06:22.746, 1047 MiB, 0 %
2026/02/02 04:06:37.747, 1047 MiB, 0 %
2026/02/02 04:06:52.747, 1047 MiB, 0 %
2026/02/02 04:07:07.748, 1047 MiB, 0 %
2026/02/02 04:07:22.749, 1047 MiB, 0 %
2026/02/02 04:07:37.749, 1047 MiB, 0 %
2026/02/02 04:07:52.750, 1047 MiB, 0 %
2026/02/02 04:08:07.750, 1047 MiB, 0 %
2026/02/02 04:08:22.750, 1047 MiB, 0 %
2026/02/02 04:08:37.750, 1047 MiB, 0 %
2026/02/02 04:08:52.752, 1047 MiB, 0 %
2026/02/02 04:09:07.753, 1047 MiB, 0 %
2026/02/02 04:09:22.754, 1047 MiB, 0 %
2026/02/02 04:09:37.755, 1047 MiB, 0 %
2026/02/02 04:09:52.757, 1047 MiB, 0 %
2026/02/02 04:10:07.758, 1047 MiB, 0 %
2026/02/02 04:10:22.759, 1047 MiB, 0 %
2026/02/02 04:10:37.760, 1047 MiB, 0 %
2026/02/02 04:10:52.761, 1047 MiB, 0 %
2026/02/02 04:11:07.762, 1047 MiB, 0 %
2026/02/02 04:11:22.762, 1047 MiB, 0 %
2026/02/02 04:11:37.763, 1047 MiB, 0 %
2026/02/02 04:11:52.763, 1047 MiB, 0 %
2026/02/02 04:12:07.764, 1047 MiB, 0 %
2026/02/02 04:12:22.765, 1047 MiB, 0 %
2026/02/02 04:12:37.765, 1047 MiB, 0 %
2026/02/02 04:12:52.766, 1047 MiB, 0 %
2026/02/02 04:13:07.766, 1047 MiB, 0 %
2026/02/02 04:13:22.767, 1047 MiB, 0 %
2026/02/02 04:13:37.767, 1047 MiB, 0 %
2026/02/02 04:13:52.769, 1047 MiB, 0 %
2026/02/02 04:14:07.769, 1047 MiB, 0 %
2026/02/02 04:14:22.770, 1047 MiB, 0 %
2026/02/02 04:14:37.771, 1047 MiB, 0 %
2026/02/02 04:14:52.772, 1047 MiB, 0 %
2026/02/02 04:15:07.773, 1047 MiB, 0 %
2026/02/02 04:15:22.774, 1047 MiB, 0 %
2026/02/02 04:15:37.776, 1047 MiB, 0 %
2026/02/02 04:15:52.777, 1047 MiB, 0 %
2026/02/02 04:16:07.777, 1047 MiB, 0 %
2026/02/02 04:16:22.778, 1047 MiB, 0 %
2026/02/02 04:16:37.780, 1047 MiB, 0 %
2026/02/02 04:16:52.781, 1047 MiB, 0 %
2026/02/02 04:17:07.782, 1047 MiB, 0 %
2026/02/02 04:17:22.783, 1047 MiB, 0 %
2026/02/02 04:17:37.784, 1047 MiB, 0 %
2026/02/02 04:17:52.784, 1047 MiB, 0 %
2026/02/02 04:18:07.784, 1047 MiB, 0 %
2026/02/02 04:18:22.785, 1047 MiB, 0 %
2026/02/02 04:18:37.787, 1047 MiB, 0 %
2026/02/02 04:18:52.787, 1047 MiB, 0 %
2026/02/02 04:19:07.787, 1047 MiB, 0 %
2026/02/02 04:19:22.788, 1047 MiB, 0 %
2026/02/02 04:19:37.789, 1047 MiB, 0 %
2026/02/02 04:19:52.790, 1047 MiB, 0 %
2026/02/02 04:20:07.791, 1047 MiB, 0 %
2026/02/02 04:20:22.791, 1047 MiB, 0 %
2026/02/02 04:20:37.793, 1047 MiB, 0 %
2026/02/02 04:20:52.793, 1047 MiB, 0 %
2026/02/02 04:21:07.793, 1047 MiB, 0 %
2026/02/02 04:21:22.793, 1047 MiB, 0 %
2026/02/02 04:21:37.794, 1047 MiB, 0 %
2026/02/02 04:21:52.794, 1047 MiB, 0 %
2026/02/02 04:22:07.794, 1047 MiB, 0 %
2026/02/02 04:22:22.795, 1047 MiB, 0 %
2026/02/02 04:22:37.795, 1047 MiB, 0 %
2026/02/02 04:22:52.795, 1047 MiB, 0 %
2026/02/02 04:23:07.796, 1047 MiB, 0 %
2026/02/02 04:23:22.798, 1047 MiB, 0 %
2026/02/02 04:23:37.799, 1047 MiB, 0 %
2026/02/02 04:23:52.800, 1047 MiB, 0 %
2026/02/02 04:24:07.802, 1047 MiB, 0 %
2026/02/02 04:24:22.802, 1047 MiB, 0 %
2026/02/02 04:24:37.803, 1047 MiB, 0 %
2026/02/02 04:24:52.803, 1047 MiB, 0 %
2026/02/02 04:25:07.804, 1047 MiB, 0 %
2026/02/02 04:25:22.805, 1047 MiB, 0 %
2026/02/02 04:25:37.805, 1047 MiB, 0 %
2026/02/02 04:25:52.806, 1047 MiB, 0 %
2026/02/02 04:26:07.808, 1047 MiB, 0 %
2026/02/02 04:26:22.808, 1047 MiB, 0 %
2026/02/02 04:26:37.809, 1047 MiB, 0 %
2026/02/02 04:26:52.809, 1047 MiB, 0 %
2026/02/02 04:27:07.810, 1047 MiB, 0 %
2026/02/02 04:27:22.811, 1047 MiB, 0 %
2026/02/02 04:27:37.811, 1047 MiB, 0 %
2026/02/02 04:27:52.811, 1047 MiB, 0 %
2026/02/02 04:28:07.812, 1047 MiB, 0 %
2026/02/02 04:28:22.813, 1047 MiB, 0 %
2026/02/02 04:28:37.813, 1047 MiB, 0 %
2026/02/02 04:28:52.815, 1047 MiB, 0 %
2026/02/02 04:29:07.816, 1047 MiB, 0 %
2026/02/02 04:29:22.817, 1047 MiB, 0 %
2026/02/02 04:29:37.817, 1047 MiB, 0 %
2026/02/02 04:29:52.818, 1047 MiB, 0 %
2026/02/02 04:30:07.819, 1047 MiB, 0 %
2026/02/02 04:30:22.819, 1047 MiB, 0 %
2026/02/02 04:30:37.819, 1047 MiB, 0 %
2026/02/02 04:30:52.820, 1047 MiB, 0 %
2026/02/02 04:31:07.820, 1047 MiB, 0 %
2026/02/02 04:31:22.820, 1047 MiB, 0 %
2026/02/02 04:31:37.821, 1047 MiB, 0 %
2026/02/02 04:31:52.823, 1047 MiB, 0 %
2026/02/02 04:32:07.823, 1047 MiB, 0 %
2026/02/02 04:32:22.823, 1047 MiB, 0 %
2026/02/02 04:32:37.824, 1047 MiB, 0 %
2026/02/02 04:32:52.824, 1047 MiB, 0 %
2026/02/02 04:33:07.824, 1047 MiB, 0 %
2026/02/02 04:33:22.824, 1047 MiB, 0 %
2026/02/02 04:33:37.826, 1047 MiB, 0 %
2026/02/02 04:33:52.827, 1047 MiB, 0 %
2026/02/02 04:34:07.828, 1047 MiB, 0 %
2026/02/02 04:34:22.829, 1047 MiB, 0 %
2026/02/02 04:34:37.830, 1047 MiB, 0 %
2026/02/02 04:34:52.832, 1047 MiB, 0 %
2026/02/02 04:35:07.833, 1047 MiB, 0 %
2026/02/02 04:35:22.834, 1047 MiB, 0 %
2026/02/02 04:35:37.835, 1047 MiB, 0 %
2026/02/02 04:35:52.836, 1047 MiB, 0 %
2026/02/02 04:36:07.837, 1047 MiB, 0 %
2026/02/02 04:36:22.839, 1047 MiB, 0 %
2026/02/02 04:36:37.840, 1047 MiB, 0 %
2026/02/02 04:36:52.841, 1047 MiB, 0 %
2026/02/02 04:37:07.842, 1047 MiB, 0 %
2026/02/02 04:37:22.843, 1047 MiB, 0 %
2026/02/02 04:37:37.844, 1047 MiB, 0 %
2026/02/02 04:37:52.846, 1047 MiB, 0 %
2026/02/02 04:38:07.847, 1047 MiB, 0 %
2026/02/02 04:38:22.848, 1047 MiB, 0 %
2026/02/02 04:38:37.849, 1047 MiB, 0 %
2026/02/02 04:38:52.850, 1047 MiB, 0 %
2026/02/02 04:39:07.851, 1047 MiB, 0 %
2026/02/02 04:39:22.852, 1047 MiB, 0 %
2026/02/02 04:39:37.854, 1047 MiB, 0 %
2026/02/02 04:39:52.855, 1047 MiB, 0 %
2026/02/02 04:40:07.856, 1047 MiB, 0 %
2026/02/02 04:40:22.858, 1047 MiB, 0 %
2026/02/02 04:40:37.859, 1047 MiB, 0 %
2026/02/02 04:40:52.859, 1047 MiB, 0 %
2026/02/02 04:41:07.860, 1047 MiB, 0 %
2026/02/02 04:41:22.861, 1047 MiB, 0 %
2026/02/02 04:41:37.862, 1047 MiB, 0 %
2026/02/02 04:41:52.863, 1047 MiB, 0 %
2026/02/02 04:42:07.864, 1047 MiB, 0 %
2026/02/02 04:42:22.864, 1047 MiB, 0 %
2026/02/02 04:42:37.864, 1047 MiB, 0 %
2026/02/02 04:42:52.864, 1047 MiB, 0 %
2026/02/02 04:43:07.865, 1047 MiB, 0 %
2026/02/02 04:43:22.865, 1047 MiB, 0 %
2026/02/02 04:43:37.865, 1047 MiB, 0 %
2026/02/02 04:43:52.866, 1047 MiB, 0 %
2026/02/02 04:44:07.867, 1047 MiB, 0 %
2026/02/02 04:44:22.867, 1047 MiB, 0 %
2026/02/02 04:44:37.867, 1047 MiB, 0 %
2026/02/02 04:44:52.867, 1047 MiB, 0 %
2026/02/02 04:45:07.868, 1047 MiB, 0 %
2026/02/02 04:45:22.868, 1047 MiB, 0 %
2026/02/02 04:45:37.869, 1047 MiB, 0 %
2026/02/02 04:45:52.870, 1047 MiB, 0 %
2026/02/02 04:46:07.870, 1047 MiB, 0 %
2026/02/02 04:46:22.870, 1047 MiB, 0 %
2026/02/02 04:46:37.870, 1047 MiB, 0 %
2026/02/02 04:46:52.871, 1047 MiB, 0 %
2026/02/02 04:47:07.872, 1047 MiB, 0 %
2026/02/02 04:47:22.873, 1047 MiB, 0 %
2026/02/02 04:47:37.875, 1047 MiB, 0 %
2026/02/02 04:47:52.875, 1047 MiB, 0 %
2026/02/02 04:48:07.876, 1047 MiB, 0 %
2026/02/02 04:48:22.877, 1047 MiB, 0 %
2026/02/02 04:48:37.879, 1047 MiB, 0 %
2026/02/02 04:48:52.880, 1047 MiB, 0 %
2026/02/02 04:49:07.881, 1047 MiB, 0 %
2026/02/02 04:49:22.882, 1047 MiB, 0 %
2026/02/02 04:49:37.883, 1047 MiB, 0 %
2026/02/02 04:49:52.885, 1047 MiB, 0 %
2026/02/02 04:50:07.886, 1047 MiB, 0 %
2026/02/02 04:50:22.887, 1047 MiB, 0 %
2026/02/02 04:50:37.888, 1047 MiB, 0 %
2026/02/02 04:50:52.889, 1047 MiB, 0 %
2026/02/02 04:51:07.891, 1047 MiB, 0 %
2026/02/02 04:51:22.892, 1047 MiB, 0 %
2026/02/02 04:51:37.894, 1047 MiB, 0 %
2026/02/02 04:51:52.896, 1047 MiB, 0 %
2026/02/02 04:52:07.896, 1047 MiB, 0 %
2026/02/02 04:52:22.896, 1047 MiB, 0 %
2026/02/02 04:52:37.897, 1047 MiB, 0 %
2026/02/02 04:52:52.898, 1047 MiB, 0 %
2026/02/02 04:53:07.900, 1047 MiB, 0 %
2026/02/02 04:53:22.901, 1047 MiB, 0 %
2026/02/02 04:53:37.902, 1047 MiB, 0 %
2026/02/02 04:53:52.903, 1047 MiB, 0 %
2026/02/02 04:54:07.904, 1047 MiB, 0 %
2026/02/02 04:54:22.905, 1047 MiB, 0 %
2026/02/02 04:54:37.906, 1047 MiB, 0 %
2026/02/02 04:54:52.906, 1047 MiB, 0 %
2026/02/02 04:55:07.907, 1047 MiB, 0 %
2026/02/02 04:55:22.909, 1047 MiB, 0 %
2026/02/02 04:55:37.910, 1047 MiB, 0 %
2026/02/02 04:55:52.911, 1047 MiB, 0 %
2026/02/02 04:56:07.912, 1047 MiB, 0 %
2026/02/02 04:56:22.915, 1047 MiB, 0 %
2026/02/02 04:56:37.916, 1047 MiB, 0 %
2026/02/02 04:56:52.917, 1047 MiB, 0 %
2026/02/02 04:57:07.918, 1047 MiB, 0 %
2026/02/02 04:57:22.919, 1047 MiB, 0 %
2026/02/02 04:57:37.920, 1047 MiB, 0 %
2026/02/02 04:57:52.921, 1047 MiB, 0 %
2026/02/02 04:58:07.923, 1047 MiB, 0 %
2026/02/02 04:58:22.924, 1047 MiB, 0 %
2026/02/02 04:58:37.925, 1047 MiB, 0 %
2026/02/02 04:58:52.925, 1047 MiB, 0 %
2026/02/02 04:59:07.927, 1047 MiB, 0 %
2026/02/02 04:59:22.928, 1047 MiB, 0 %
2026/02/02 04:59:37.929, 1047 MiB, 0 %
2026/02/02 04:59:52.930, 1047 MiB, 0 %
2026/02/02 05:00:07.931, 1047 MiB, 0 %
2026/02/02 05:00:22.931, 1047 MiB, 0 %
2026/02/02 05:00:37.932, 1047 MiB, 0 %
2026/02/02 05:00:52.933, 1047 MiB, 0 %
2026/02/02 05:01:07.933, 1047 MiB, 0 %
2026/02/02 05:01:22.934, 1047 MiB, 0 %
2026/02/02 05:01:37.934, 1047 MiB, 0 %
2026/02/02 05:01:52.934, 1047 MiB, 0 %
2026/02/02 05:02:07.935, 1047 MiB, 0 %
2026/02/02 05:02:22.935, 1047 MiB, 0 %
2026/02/02 05:02:37.935, 1047 MiB, 0 %
2026/02/02 05:02:52.936, 1047 MiB, 0 %
2026/02/02 05:03:07.936, 1047 MiB, 0 %
2026/02/02 05:03:22.936, 1047 MiB, 0 %
2026/02/02 05:03:37.936, 1047 MiB, 0 %
2026/02/02 05:03:52.938, 1047 MiB, 0 %
2026/02/02 05:04:07.939, 1047 MiB, 0 %
2026/02/02 05:04:22.940, 1047 MiB, 0 %
2026/02/02 05:04:37.941, 1047 MiB, 0 %
2026/02/02 05:04:52.943, 1047 MiB, 0 %
2026/02/02 05:05:07.943, 1047 MiB, 0 %
2026/02/02 05:05:22.944, 1047 MiB, 0 %
2026/02/02 05:05:37.944, 1047 MiB, 0 %
2026/02/02 05:05:52.945, 1047 MiB, 0 %
2026/02/02 05:06:07.945, 1047 MiB, 0 %
2026/02/02 05:06:22.945, 1047 MiB, 0 %
2026/02/02 05:06:37.947, 1047 MiB, 0 %
2026/02/02 05:06:52.947, 1047 MiB, 0 %
2026/02/02 05:07:07.947, 1047 MiB, 0 %
2026/02/02 05:07:22.948, 1047 MiB, 0 %
2026/02/02 05:07:37.950, 1047 MiB, 0 %
2026/02/02 05:07:52.951, 1047 MiB, 0 %
2026/02/02 05:08:07.952, 1047 MiB, 0 %
2026/02/02 05:08:22.952, 1047 MiB, 0 %
2026/02/02 05:08:37.953, 1047 MiB, 0 %
2026/02/02 05:08:52.955, 1047 MiB, 0 %
2026/02/02 05:09:07.956, 1047 MiB, 0 %
2026/02/02 05:09:22.957, 1047 MiB, 0 %
2026/02/02 05:09:37.957, 1047 MiB, 0 %
2026/02/02 05:09:52.958, 1047 MiB, 0 %
2026/02/02 05:10:07.958, 1047 MiB, 0 %
2026/02/02 05:10:22.958, 1047 MiB, 0 %
2026/02/02 05:10:37.959, 1047 MiB, 0 %
2026/02/02 05:10:52.959, 1047 MiB, 0 %
2026/02/02 05:11:07.960, 1047 MiB, 0 %
2026/02/02 05:11:22.960, 1047 MiB, 0 %
2026/02/02 05:11:37.961, 1047 MiB, 0 %
2026/02/02 05:11:52.962, 1047 MiB, 0 %
2026/02/02 05:12:07.962, 1047 MiB, 0 %
2026/02/02 05:12:22.963, 1047 MiB, 0 %
2026/02/02 05:12:37.964, 1047 MiB, 0 %
2026/02/02 05:12:52.964, 1047 MiB, 0 %
2026/02/02 05:13:07.965, 1047 MiB, 0 %
2026/02/02 05:13:22.966, 1047 MiB, 0 %
2026/02/02 05:13:37.967, 1047 MiB, 0 %
2026/02/02 05:13:52.968, 1047 MiB, 0 %
2026/02/02 05:14:07.969, 1047 MiB, 0 %
2026/02/02 05:14:22.970, 1047 MiB, 0 %
2026/02/02 05:14:37.971, 1047 MiB, 0 %
2026/02/02 05:14:52.972, 1047 MiB, 0 %
2026/02/02 05:15:07.974, 1047 MiB, 0 %
2026/02/02 05:15:22.975, 1047 MiB, 0 %
2026/02/02 05:15:37.976, 1047 MiB, 0 %
